gene_name	ensembl_gene_id
MRI1	ENSG00000037757
MRM1	ENSG00000274853
MRM1	 ENSG00000278619
MRPL1	ENSG00000169288
MRPL10	ENSG00000159111
MRPL11	ENSG00000174547
MRPL12	ENSG00000262814
MRPL13	ENSG00000172172
MRPL14	ENSG00000180992
MRPL15	ENSG00000137547
MRPL16	ENSG00000166902
MRPL17	ENSG00000158042
MRPL18	ENSG00000112110
MRPL19	ENSG00000115364
MRPL2	ENSG00000112651
MRPL20	ENSG00000242485
MRPL21	ENSG00000197345
MRPL22	ENSG00000082515
MRPL23	ENSG00000214026
MRPL24	ENSG00000143314
MRPL27	ENSG00000108826
MRPL28	ENSG00000086504
MRPL3	ENSG00000114686
MRPL30	ENSG00000185414
MRPL32	ENSG00000106591
MRPL33	ENSG00000243147
MRPL35	ENSG00000132313
MRPL36	ENSG00000171421
MRPL37	ENSG00000116221
MRPL38	ENSG00000204316
MRPL4	ENSG00000105364
MRPL40	ENSG00000185608
MRPL41	ENSG00000182154
MRPL42	ENSG00000198015
MRPL43	ENSG00000055950
MRPL44	ENSG00000135900
MRPL45	ENSG00000278845
MRPL45	 ENSG00000277936
MRPL46	ENSG00000259494
MRPL47	ENSG00000136522
MRPL48	ENSG00000175581
MRPL49	ENSG00000149792
MRPL50	ENSG00000136897
MRPL51	ENSG00000111639
MRPL52	ENSG00000172590
MRPL53	ENSG00000204822
MRPL54	ENSG00000183617
MRPL55	ENSG00000162910
MRPL9	ENSG00000143436
MRPS10	ENSG00000048544
MRPS11	ENSG00000181991
MRPS12	ENSG00000128626
MRPS14	ENSG00000120333
MRPS15	ENSG00000116898
MRPS16	ENSG00000182180
MRPS17	ENSG00000239789
MRPS18A	ENSG00000096080
MRPS18B	ENSG00000227420
MRPS18B	 ENSG00000229861
MRPS18B	 ENSG00000204568
MRPS18B	 ENSG00000203624
MRPS18B	 ENSG00000233813
MRPS18B	 ENSG00000226111
MRPS18B	 ENSG00000223775
MRPS18C	ENSG00000163319
MRPS2	ENSG00000122140
MRPS21	ENSG00000266472
MRPS22	ENSG00000175110
MRPS23	ENSG00000181610
MRPS24	ENSG00000062582
MRPS25	ENSG00000131368
MRPS26	ENSG00000125901
MRPS27	ENSG00000113048
MRPS28	ENSG00000147586
MRPS30	ENSG00000112996
MRPS31	ENSG00000102738
MRPS33	ENSG00000090263
MRPS34	ENSG00000074071
MRPS35	ENSG00000061794
MRPS5	ENSG00000144029
MRPS6	ENSG00000243927
MRPS7	ENSG00000125445
MRPS9	ENSG00000135972
MRRF	ENSG00000148187
MRS2	ENSG00000124532
MRTO4	ENSG00000053372
MSANTD3	ENSG00000066697
MSH3	ENSG00000113318
MSH6	ENSG00000116062
MSL3	ENSG00000005302
MSMP	ENSG00000215183
MSRA	ENSG00000175806
MSRB2	ENSG00000148450
MTA2	ENSG00000149480
MTCH1	ENSG00000137409
MTCH2	ENSG00000109919
MTDH	ENSG00000147649
MTFMT	ENSG00000103707
MTFR1	ENSG00000066855
MTFR1L	ENSG00000117640
MTIF3	ENSG00000122033
MTM1	ENSG00000171100
MTMR1	ENSG00000063601
MTMR3	ENSG00000100330
MTMR6	ENSG00000139505
MTO1	ENSG00000135297
MTPAP	ENSG00000107951
MTRR	ENSG00000124275
MTSS1	ENSG00000170873
MTX2	ENSG00000128654
MUL1	ENSG00000090432
MUS81	ENSG00000172732
MUT	ENSG00000146085
MVD	ENSG00000167508
MXD4	ENSG00000123933
MXI1	ENSG00000119950
MYBBP1A	ENSG00000132382
MYEOV2	ENSG00000172428
MYL12B	ENSG00000118680
MYNN	ENSG00000085274
MYO1E	ENSG00000157483
MYPOP	ENSG00000176182
MZF1	ENSG00000099326
MZT2A	ENSG00000173272
MZT2B	ENSG00000152082
N4BP1	ENSG00000102921
N4BP2L2	ENSG00000244754
NAA10	ENSG00000102030
NAA15	ENSG00000164134
NAA20	ENSG00000173418
NAA38	ENSG00000183011
NAA50	ENSG00000121579
NAA60	ENSG00000122390
NABP2	ENSG00000139579
NACA	ENSG00000196531
NACA2	ENSG00000253506
NACC1	ENSG00000160877
NACC2	ENSG00000148411
NAE1	ENSG00000159593
NAMPT	ENSG00000105835
NANS	ENSG00000095380
NAP1L4	ENSG00000273562
NAP1L4	 ENSG00000205531
NAPA	ENSG00000105402
NARF	ENSG00000141562
NARFL	ENSG00000103245
NARS	ENSG00000134440
NARS2	ENSG00000137513
NAT10	ENSG00000135372
NBN	ENSG00000104320
NBR1	ENSG00000188554
NCAPH2	ENSG00000025770
NCBP2	ENSG00000114503
NCK1	ENSG00000158092
NCKIPSD	ENSG00000213672
NCL	ENSG00000115053
NCLN	ENSG00000125912
NCOA1	ENSG00000084676
NCOA6	ENSG00000198646
NCOR1	ENSG00000141027
NCSTN	ENSG00000162736
NDEL1	ENSG00000166579
NDFIP1	ENSG00000131507
NDST1	ENSG00000070614
NDUFA10	ENSG00000130414
NDUFA11	ENSG00000174886
NDUFA12	ENSG00000184752
NDUFA13	ENSG00000186010
NDUFA2	ENSG00000131495
NDUFA3	ENSG00000170906
NDUFA3	 ENSG00000276061
NDUFA3	 ENSG00000276220
NDUFA3	 ENSG00000273642
NDUFA3	 ENSG00000275605
NDUFA3	 ENSG00000275724
NDUFA3	 ENSG00000276766
NDUFA3	 ENSG00000277722
NDUFA3	 ENSG00000278365
NDUFA3	 ENSG00000274359
NDUFA4	ENSG00000189043
NDUFA5	ENSG00000128609
NDUFA6	ENSG00000273397
NDUFA6	 ENSG00000184983
NDUFA6	 ENSG00000277365
NDUFA6	 ENSG00000272765
NDUFA6	 ENSG00000281013
NDUFA7	ENSG00000267855
NDUFA8	ENSG00000119421
NDUFA9	ENSG00000139180
NDUFAF2	ENSG00000164182
NDUFAF3	ENSG00000178057
NDUFAF4	ENSG00000123545
NDUFB10	ENSG00000140990
NDUFB11	ENSG00000147123
NDUFB2	ENSG00000090266
NDUFB3	ENSG00000119013
NDUFB4	ENSG00000065518
NDUFB5	ENSG00000136521
NDUFB6	ENSG00000165264
NDUFB7	ENSG00000099795
NDUFB8	ENSG00000166136
NDUFB9	ENSG00000147684
NDUFC1	ENSG00000109390
NDUFC2	ENSG00000151366
NDUFS2	ENSG00000158864
NDUFS3	ENSG00000213619
NDUFS4	ENSG00000164258
NDUFS5	ENSG00000168653
NDUFS6	ENSG00000145494
NDUFS7	ENSG00000115286
NDUFS8	ENSG00000110717
NDUFV1	ENSG00000167792
NDUFV2	ENSG00000178127
NECAP1	ENSG00000089818
NEDD8	ENSG00000129559
NEIL2	ENSG00000154328
NEK4	ENSG00000114904
NEK9	ENSG00000119638
NELFB	ENSG00000188986
NELFCD	ENSG00000101158
NELFE	ENSG00000233801
NELFE	 ENSG00000206268
NELFE	 ENSG00000231044
NELFE	 ENSG00000204356
NELFE	 ENSG00000206357
NELFE	 ENSG00000229363
NENF	ENSG00000117691
NEU1	ENSG00000228691
NEU1	 ENSG00000234343
NEU1	 ENSG00000227315
NEU1	 ENSG00000234846
NEU1	 ENSG00000204386
NEU1	 ENSG00000184494
NEU1	 ENSG00000227129
NEU1	 ENSG00000223957
NF2	ENSG00000186575
NFATC2IP	ENSG00000176953
NFE2L2	ENSG00000116044
NFIL3	ENSG00000165030
NFKBIB	ENSG00000104825
NFKBIL1	ENSG00000235125
NFKBIL1	 ENSG00000234530
NFKBIL1	 ENSG00000206440
NFKBIL1	 ENSG00000227565
NFKBIL1	 ENSG00000236346
NFKBIL1	 ENSG00000236196
NFKBIL1	 ENSG00000204498
NFU1	ENSG00000169599
NFX1	ENSG00000086102
NFYB	ENSG00000120837
NFYC	ENSG00000066136
NGDN	ENSG00000129460
NGLY1	ENSG00000151092
NGRN	ENSG00000182768
NHP2	ENSG00000145912
NIF3L1	ENSG00000196290
NINJ1	ENSG00000131669
NIP7	ENSG00000132603
NIPA2	ENSG00000140157
NIPBL	ENSG00000164190
NISCH	ENSG00000010322
NIT1	ENSG00000158793
NIT2	ENSG00000114021
NKAP	ENSG00000101882
NKIRAS2	ENSG00000168256
NMD3	ENSG00000169251
NME2	ENSG00000243678
NME3	ENSG00000103024
NME6	ENSG00000172113
NMRK1	ENSG00000106733
NMT1	ENSG00000136448
NOA1	ENSG00000084092
NOB1	ENSG00000141101
NOC2L	ENSG00000188976
NOL10	ENSG00000115761
NOL11	ENSG00000130935
NOL12	ENSG00000273899
NOL6	ENSG00000165271
NOL7	ENSG00000225921
NOL8	ENSG00000198000
NOLC1	ENSG00000166197
NOM1	ENSG00000146909
NONO	ENSG00000147140
NOP10	ENSG00000182117
NOP14	ENSG00000087269
NOP16	ENSG00000048162
NOP2	ENSG00000111641
NOP56	ENSG00000101361
NOP58	ENSG00000055044
NOP9	ENSG00000196943
NPC1	ENSG00000141458
NPC2	ENSG00000119655
NPLOC4	ENSG00000182446
NPRL2	ENSG00000114388
NPRL3	ENSG00000103148
NQO2	ENSG00000124588
NR1H2	ENSG00000131408
NR2C1	ENSG00000120798
NR2C2AP	ENSG00000184162
NR3C2	ENSG00000151623
NRBP1	ENSG00000115216
NRDE2	ENSG00000119720
NRIP1	ENSG00000180530
NSA2	ENSG00000164346
NSD1	ENSG00000165671
NSDHL	ENSG00000147383
NSFL1C	ENSG00000088833
NSMCE1	ENSG00000169189
NSMCE2	ENSG00000156831
NSMCE4A	ENSG00000107672
NSRP1	ENSG00000126653
NSUN2	ENSG00000037474
NSUN5	ENSG00000130305
NSUN6	ENSG00000241058
NT5C	ENSG00000125458
NT5DC1	ENSG00000178425
NTAN1	ENSG00000275779
NTAN1	 ENSG00000157045
NTMT1	ENSG00000148335
NTPCR	ENSG00000135778
NUB1	ENSG00000013374
NUBP1	ENSG00000103274
NUBP2	ENSG00000095906
NUCB1	ENSG00000104805
NUCKS1	ENSG00000069275
NUDC	ENSG00000090273
NUDCD1	ENSG00000120526
NUDCD2	ENSG00000170584
NUDT14	ENSG00000183828
NUDT15	ENSG00000136159
NUDT2	ENSG00000164978
NUDT21	ENSG00000167005
NUDT22	ENSG00000149761
NUDT3	ENSG00000272325
NUDT9	ENSG00000170502
NUFIP2	ENSG00000108256
NUP107	ENSG00000111581
NUP133	ENSG00000069248
NUP153	ENSG00000124789
NUP54	ENSG00000138750
NUP62	ENSG00000213024
NUP85	ENSG00000125450
NUPL2	ENSG00000136243
NUTF2	ENSG00000102898
NXF1	ENSG00000162231
NXT1	ENSG00000132661
OAT	ENSG00000065154
OAZ1	ENSG00000104904
OAZ2	ENSG00000180304
OBFC1	ENSG00000107960
OCEL1	ENSG00000099330
OCIAD1	ENSG00000109180
ODC1	ENSG00000115758
OGFOD1	ENSG00000087263
OGFOD3	ENSG00000181396
OGFR	ENSG00000060491
OGG1	ENSG00000114026
OGT	ENSG00000147162
OLA1	ENSG00000138430
OPA1	ENSG00000198836
OPA3	ENSG00000125741
ORC4	ENSG00000115947
ORMDL1	ENSG00000128699
ORMDL2	ENSG00000123353
ORMDL3	ENSG00000172057
OS9	ENSG00000135506
OSBP	ENSG00000110048
OSBPL2	ENSG00000130703
OSBPL9	ENSG00000117859
OSGEP	ENSG00000092094
OSGIN2	ENSG00000164823
OSTM1	ENSG00000081087
OTUB1	ENSG00000167770
OTUD5	ENSG00000068308
OVCA2	ENSG00000262664
OXA1L	ENSG00000155463
OXNAD1	ENSG00000154814
P4HTM	ENSG00000178467
PA2G4	ENSG00000170515
PABPN1	ENSG00000100836
PACSIN2	ENSG00000100266
PAF1	ENSG00000006712
PAFAH1B1	ENSG00000007168
PAGR1	ENSG00000280789
PAICS	ENSG00000128050
PAIP1	ENSG00000172239
PAIP2	ENSG00000120727
PAK1IP1	ENSG00000111845
PAK2	ENSG00000180370
PAM16	ENSG00000217930
PAM16	 ENSG00000282228
PANK2	ENSG00000125779
PANK3	ENSG00000120137
PANK4	ENSG00000157881
PANK4	 ENSG00000273494
PANX1	ENSG00000110218
PAPD4	ENSG00000164329
PAPD7	ENSG00000112941
PAPOLA	ENSG00000090060
PARK7	ENSG00000116288
PARL	ENSG00000175193
PARN	ENSG00000274829
PARN	 ENSG00000140694
PARP1	ENSG00000143799
PARP3	ENSG00000041880
PARP9	ENSG00000138496
PATL1	ENSG00000166889
PATZ1	ENSG00000100105
PAXBP1	ENSG00000263141
PAXBP1	 ENSG00000159086
PBDC1	ENSG00000102390
PBX2	ENSG00000236353
PBX2	 ENSG00000232005
PBX2	 ENSG00000224952
PBX2	 ENSG00000204304
PBX2	 ENSG00000206315
PBX2	 ENSG00000237344
PBX2	 ENSG00000225987
PCBP1	ENSG00000169564
PCBP2	ENSG00000197111
PCDHGB5	ENSG00000276547
PCF11	ENSG00000165494
PCGF1	ENSG00000115289
PCGF5	ENSG00000180628
PCID2	ENSG00000126226
PCIF1	ENSG00000100982
PCM1	ENSG00000078674
PCMT1	ENSG00000120265
PCNA	ENSG00000132646
PCSK7	ENSG00000160613
PCYOX1	ENSG00000116005
PCYT1A	ENSG00000161217
PDAP1	ENSG00000106244
PDCD2	ENSG00000071994
PDCD5	ENSG00000105185
PDCD6	ENSG00000249915
PDCD6IP	ENSG00000170248
PDE12	ENSG00000174840
PDE6D	ENSG00000156973
PDGFC	ENSG00000145431
PDHB	ENSG00000168291
PDHX	ENSG00000110435
PDK2	ENSG00000005882
PDLIM5	ENSG00000163110
PDP2	ENSG00000172840
PDS5A	ENSG00000121892
PDZD11	ENSG00000120509
PDZD8	ENSG00000165650
PEBP1	ENSG00000089220
PEF1	ENSG00000162517
PELO	ENSG00000152684
PELP1	ENSG00000141456
PEPD	ENSG00000124299
PES1	ENSG00000100029
PET100	ENSG00000229833
PET117	ENSG00000232838
PEX1	ENSG00000127980
PEX11A	ENSG00000166821
PEX11B	ENSG00000131779
PEX12	ENSG00000108733
PEX13	ENSG00000162928
PEX14	ENSG00000142655
PEX16	ENSG00000121680
PEX19	ENSG00000162735
PEX2	ENSG00000164751
PEX26	ENSG00000215193
PEX5	ENSG00000139197
PEX6	ENSG00000124587
PFDN2	ENSG00000143256
PFDN4	ENSG00000101132
PFDN5	ENSG00000123349
PFDN6	ENSG00000206283
PFDN6	 ENSG00000224782
PFDN6	 ENSG00000235692
PFDN6	 ENSG00000237335
PFDN6	 ENSG00000204220
PFN1	ENSG00000108518
PGAM5	ENSG00000247077
PGBD3	ENSG00000243251
PGK1	ENSG00000102144
PGLS	ENSG00000130313
PGP	ENSG00000184207
PGPEP1	ENSG00000130517
PGRMC2	ENSG00000164040
PHACTR4	ENSG00000204138
PHAX	ENSG00000164902
PHB	ENSG00000167085
PHB2	ENSG00000215021
PHC2	ENSG00000134686
PHF10	ENSG00000130024
PHF12	ENSG00000109118
PHF20L1	ENSG00000129292
PHF23	ENSG00000040633
PHF5A	ENSG00000100410
PHKB	ENSG00000102893
PHPT1	ENSG00000054148
PHRF1	ENSG00000070047
PHRF1	 ENSG00000274780
PI4K2A	ENSG00000155252
PI4KA	ENSG00000241973
PI4KB	ENSG00000143393
PIAS1	ENSG00000033800
PICALM	ENSG00000073921
PICK1	ENSG00000100151
PIGC	ENSG00000135845
PIGF	ENSG00000151665
PIGG	ENSG00000174227
PIGH	ENSG00000100564
PIGK	ENSG00000142892
PIGP	ENSG00000185808
PIGS	ENSG00000087111
PIGT	ENSG00000124155
PIGU	ENSG00000101464
PIGW	ENSG00000275600
PIGW	 ENSG00000277161
PIGX	ENSG00000163964
PIGY	ENSG00000255072
PIH1D1	ENSG00000104872
PIK3C3	ENSG00000078142
PIK3CB	ENSG00000051382
PIK3R1	ENSG00000145675
PIK3R4	ENSG00000196455
PIN1	ENSG00000127445
PINK1	ENSG00000158828
PINX1	ENSG00000254093
PIP5K1A	ENSG00000143398
PITHD1	ENSG00000057757
PITPNA	ENSG00000174238
PITPNB	ENSG00000180957
PITRM1	ENSG00000107959
PLA2G12A	ENSG00000123739
PLAA	ENSG00000137055
PLBD2	ENSG00000151176
PLD3	ENSG00000105223
PLEKHA1	ENSG00000107679
PLEKHJ1	ENSG00000104886
PLEKHM1	ENSG00000225190
PLEKHM1	 ENSG00000277111
PLEKHM1	 ENSG00000276358
PLGRKT	ENSG00000107020
PLIN3	ENSG00000105355
PLOD1	ENSG00000083444
PLOD3	ENSG00000106397
PLRG1	ENSG00000171566
PMF1	ENSG00000160783
PMPCA	ENSG00000165688
PMPCB	ENSG00000105819
PMS1	ENSG00000064933
PMVK	ENSG00000163344
PNISR	ENSG00000132424
PNKD	ENSG00000127838
PNKP	ENSG00000039650
PNN	ENSG00000100941
PNO1	ENSG00000115946
PNPLA6	ENSG00000032444
PNPLA8	ENSG00000135241
PNPO	ENSG00000108439
PNPT1	ENSG00000138035
PNRC2	ENSG00000189266
POFUT1	ENSG00000101346
POLD2	ENSG00000106628
POLDIP2	ENSG00000004142
POLDIP3	ENSG00000100227
POLE3	ENSG00000148229
POLE4	ENSG00000115350
POLG	ENSG00000140521
POLH	ENSG00000170734
POLK	ENSG00000122008
POLL	ENSG00000166169
POLM	ENSG00000122678
POLR1C	ENSG00000171453
POLR1D	ENSG00000186184
POLR1E	ENSG00000137054
POLR2A	ENSG00000181222
POLR2B	ENSG00000047315
POLR2C	ENSG00000102978
POLR2D	ENSG00000144231
POLR2E	ENSG00000099817
POLR2F	ENSG00000100142
POLR2G	ENSG00000168002
POLR2H	ENSG00000163882
POLR2I	ENSG00000105258
POLR2J	ENSG00000005075
POLR2K	ENSG00000147669
POLR2L	ENSG00000177700
POLR3C	ENSG00000186141
POLR3E	ENSG00000058600
POLR3GL	ENSG00000121851
POLR3K	ENSG00000161980
POM121	ENSG00000196313
POM121C	ENSG00000272391
POMGNT1	ENSG00000085998
POMP	ENSG00000132963
POMT1	ENSG00000130714
POP4	ENSG00000105171
POP5	ENSG00000167272
POP7	ENSG00000172336
PPA1	ENSG00000180817
PPA2	ENSG00000138777
PPAN	ENSG00000130810
PPARA	ENSG00000186951
PPARD	ENSG00000112033
PPCS	ENSG00000127125
PPFIA1	ENSG00000131626
PPHLN1	ENSG00000134283
PPID	ENSG00000171497
PPIE	ENSG00000084072
PPIF	ENSG00000108179
PPIG	ENSG00000138398
PPIH	ENSG00000171960
PPIL4	ENSG00000131013
PPM1A	ENSG00000100614
PPM1B	ENSG00000138032
PPP1CA	ENSG00000172531
PPP1CC	ENSG00000186298
PPP1R10	ENSG00000206489
PPP1R10	 ENSG00000238104
PPP1R10	 ENSG00000204569
PPP1R10	 ENSG00000231737
PPP1R10	 ENSG00000235291
PPP1R10	 ENSG00000227804
PPP1R10	 ENSG00000230995
PPP1R11	ENSG00000236560
PPP1R11	 ENSG00000237403
PPP1R11	 ENSG00000206501
PPP1R11	 ENSG00000237829
PPP1R11	 ENSG00000204619
PPP1R11	 ENSG00000233314
PPP1R11	 ENSG00000227720
PPP1R11	 ENSG00000234058
PPP1R15B	ENSG00000158615
PPP1R37	ENSG00000104866
PPP1R7	ENSG00000115685
PPP1R8	ENSG00000117751
PPP2CA	ENSG00000113575
PPP2CB	ENSG00000104695
PPP2R1A	ENSG00000105568
PPP2R2A	ENSG00000221914
PPP2R2D	ENSG00000175470
PPP2R3C	ENSG00000092020
PPP2R4	ENSG00000119383
PPP2R5A	ENSG00000066027
PPP2R5B	ENSG00000068971
PPP2R5C	ENSG00000078304
PPP2R5D	ENSG00000112640
PPP2R5E	ENSG00000154001
PPP4C	ENSG00000149923
PPP4R1	ENSG00000154845
PPP4R2	ENSG00000163605
PPP5C	ENSG00000011485
PPP6C	ENSG00000119414
PPP6R2	ENSG00000100239
PPP6R3	ENSG00000110075
PPWD1	ENSG00000113593
PQBP1	ENSG00000102103
PQLC1	ENSG00000122490
PQLC2	ENSG00000040487
PRADC1	ENSG00000135617
PRCC	ENSG00000143294
PRDM4	ENSG00000110851
PRDX1	ENSG00000117450
PRDX2	ENSG00000167815
PRDX3	ENSG00000165672
PRDX5	ENSG00000126432
PRDX6	ENSG00000117592
PREB	ENSG00000138073
PREP	ENSG00000085377
PRKAA1	ENSG00000132356
PRKAB1	ENSG00000111725
PRKACA	ENSG00000072062
PRKAG1	ENSG00000181929
PRKAR1A	ENSG00000108946
PRKRIP1	ENSG00000128563
PRMT1	ENSG00000126457
PRMT5	ENSG00000100462
PRMT7	ENSG00000132600
PROSC	ENSG00000147471
PRPF18	ENSG00000165630
PRPF19	ENSG00000110107
PRPF3	ENSG00000117360
PRPF31	ENSG00000277707
PRPF31	 ENSG00000105618
PRPF31	 ENSG00000274144
PRPF31	 ENSG00000274894
PRPF31	 ENSG00000275885
PRPF31	 ENSG00000275117
PRPF31	 ENSG00000277953
PRPF31	 ENSG00000276421
PRPF31	 ENSG00000274651
PRPF31	 ENSG00000277154
PRPF4	ENSG00000136875
PRPF40A	ENSG00000196504
PRPF4B	ENSG00000112739
PRPF6	ENSG00000101161
PRPF8	ENSG00000274442
PRPF8	 ENSG00000174231
PRPS1	ENSG00000147224
PRPSAP1	ENSG00000161542
PRR14	ENSG00000156858
PRRC1	ENSG00000164244
PRRC2A	ENSG00000226618
PRRC2A	 ENSG00000206427
PRRC2A	 ENSG00000204469
PRRC2A	 ENSG00000231825
PRRC2A	 ENSG00000231370
PRRC2A	 ENSG00000225164
PRRC2A	 ENSG00000225748
PRRC2B	ENSG00000130723
PRUNE	ENSG00000143363
PSEN1	ENSG00000080815
PSEN2	ENSG00000143801
PSENEN	ENSG00000205155
PSKH1	ENSG00000159792
PSMA1	ENSG00000129084
PSMA2	ENSG00000106588
PSMA3	ENSG00000100567
PSMA4	ENSG00000041357
PSMA5	ENSG00000143106
PSMA6	ENSG00000100902
PSMA7	ENSG00000101182
PSMB1	ENSG00000281184
PSMB1	 ENSG00000008018
PSMB2	ENSG00000126067
PSMB3	ENSG00000275903
PSMB3	 ENSG00000277791
PSMB4	ENSG00000159377
PSMB5	ENSG00000100804
PSMB6	ENSG00000142507
PSMB7	ENSG00000136930
PSMC2	ENSG00000161057
PSMC3	ENSG00000165916
PSMC4	ENSG00000013275
PSMC5	ENSG00000087191
PSMC6	ENSG00000100519
PSMD1	ENSG00000173692
PSMD10	ENSG00000101843
PSMD11	ENSG00000108671
PSMD12	ENSG00000197170
PSMD13	ENSG00000185627
PSMD14	ENSG00000115233
PSMD2	ENSG00000175166
PSMD3	ENSG00000108344
PSMD4	ENSG00000159352
PSMD5	ENSG00000095261
PSMD6	ENSG00000163636
PSMD7	ENSG00000103035
PSMD8	ENSG00000099341
PSMD9	ENSG00000110801
PSME1	ENSG00000092010
PSME3	ENSG00000131467
PSMF1	ENSG00000125818
PSMG2	ENSG00000128789
PSMG3	ENSG00000157778
PSMG4	ENSG00000180822
PSPC1	ENSG00000121390
PTCD1	ENSG00000106246
PTCD3	ENSG00000132300
PTDSS1	ENSG00000156471
PTEN	ENSG00000171862
PTEN	 ENSG00000283094
PTGES2	ENSG00000148334
PTGES3	ENSG00000110958
PTOV1	ENSG00000104960
PTP4A2	ENSG00000184007
PTPMT1	ENSG00000110536
PTPN1	ENSG00000196396
PTPN11	ENSG00000179295
PTPN23	ENSG00000076201
PTRH1	ENSG00000187024
PTRH2	ENSG00000141378
PTRHD1	ENSG00000184924
PUF60	ENSG00000274081
PUF60	 ENSG00000179950
PUM1	ENSG00000134644
PUM2	ENSG00000055917
PURA	ENSG00000185129
PURB	ENSG00000146676
PUS3	ENSG00000110060
PUS7	ENSG00000091127
PUSL1	ENSG00000169972
PWP1	ENSG00000136045
PWP2	ENSG00000241945
PWWP2A	ENSG00000170234
PXMP4	ENSG00000101417
PYCR2	ENSG00000143811
PYGO2	ENSG00000163348
PYURF	ENSG00000145337
QARS	ENSG00000172053
QRICH1	ENSG00000198218
QRSL1	ENSG00000130348
QSOX1	ENSG00000116260
QTRT1	ENSG00000213339
R3HCC1	ENSG00000104679
R3HDM2	ENSG00000179912
RAB10	ENSG00000084733
RAB11A	ENSG00000103769
RAB11B	ENSG00000185236
RAB14	ENSG00000119396
RAB18	ENSG00000099246
RAB1A	ENSG00000138069
RAB1B	ENSG00000174903
RAB21	ENSG00000080371
RAB22A	ENSG00000124209
RAB2A	ENSG00000104388
RAB2B	ENSG00000129472
RAB3GAP1	ENSG00000115839
RAB3GAP2	ENSG00000118873
RAB40C	ENSG00000197562
RAB4A	ENSG00000168118
RAB5A	ENSG00000144566
RAB5B	ENSG00000111540
RAB5C	ENSG00000108774
RAB6A	ENSG00000175582
RAB7A	ENSG00000075785
RAB9A	ENSG00000123595
RABEP1	ENSG00000029725
RABEPK	ENSG00000136933
RABGEF1	ENSG00000154710
RABGGTA	ENSG00000100949
RABGGTB	ENSG00000137955
RAD1	ENSG00000113456
RAD17	ENSG00000276618
RAD17	 ENSG00000152942
RAD23B	ENSG00000119318
RAD50	ENSG00000113522
RAD51C	ENSG00000108384
RAF1	ENSG00000132155
RALA	ENSG00000006451
RALBP1	ENSG00000017797
RALY	ENSG00000125970
RAN	ENSG00000132341
RANBP1	ENSG00000099901
RANBP2	ENSG00000153201
RANBP3	ENSG00000031823
RANBP6	ENSG00000137040
RANGAP1	ENSG00000100401
RANGRF	ENSG00000108961
RAP1A	ENSG00000116473
RAPGEF1	ENSG00000107263
RAPGEF2	ENSG00000109756
RARS	ENSG00000113643
RARS2	ENSG00000146282
RB1CC1	ENSG00000023287
RBAK	ENSG00000146587
RBBP4	ENSG00000162521
RBBP7	ENSG00000102054
RBCK1	ENSG00000125826
RBFA	ENSG00000101546
RBM10	ENSG00000182872
RBM12	ENSG00000244462
RBM12B	ENSG00000183808
RBM14	ENSG00000239306
RBM15	ENSG00000162775
RBM15B	ENSG00000259956
RBM17	ENSG00000134453
RBM18	ENSG00000119446
RBM19	ENSG00000122965
RBM23	ENSG00000100461
RBM27	ENSG00000091009
RBM28	ENSG00000106344
RBM33	ENSG00000184863
RBM34	ENSG00000188739
RBM39	ENSG00000131051
RBM4	ENSG00000173933
RBM41	ENSG00000089682
RBM42	ENSG00000126254
RBM5	ENSG00000003756
RBM6	ENSG00000004534
RBM7	ENSG00000076053
RBM8A	ENSG00000265241
RBMX	ENSG00000147274
RBMXL1	ENSG00000213516
RBX1	ENSG00000100387
RC3H2	ENSG00000056586
RCAN1	ENSG00000159200
RCHY1	ENSG00000163743
RCN2	ENSG00000117906
RDH14	ENSG00000240857
RDX	ENSG00000137710
REEP3	ENSG00000165476
REEP5	ENSG00000129625
RELA	ENSG00000173039
REPIN1	ENSG00000214022
REPS1	ENSG00000135597
RER1	ENSG00000157916
REST	ENSG00000084093
REXO1	ENSG00000079313
RFC1	ENSG00000035928
RFC2	ENSG00000049541
RFC5	ENSG00000111445
RFK	ENSG00000135002
RFNG	ENSG00000169733
RFT1	ENSG00000163933
RFWD2	ENSG00000143207
RFXANK	ENSG00000064490
RGP1	ENSG00000107185
RHBDD1	ENSG00000144468
RHBDD3	ENSG00000100263
RHOA	ENSG00000067560
RHOB	ENSG00000143878
RHOT1	ENSG00000126858
RHOT2	ENSG00000140983
RIC8A	ENSG00000177963
RIN2	ENSG00000132669
RING1	ENSG00000235107
RING1	 ENSG00000204227
RING1	 ENSG00000226788
RING1	 ENSG00000231115
RING1	 ENSG00000206287
RING1	 ENSG00000228520
RINT1	ENSG00000135249
RIOK1	ENSG00000124784
RIOK2	ENSG00000058729
RIOK3	ENSG00000101782
RIPK1	ENSG00000137275
RMDN1	ENSG00000176623
RMDN3	ENSG00000137824
RMI1	ENSG00000178966
RMND1	ENSG00000155906
RMND5A	ENSG00000153561
RMND5B	ENSG00000145916
RNASEH1	ENSG00000171865
RNASEH2C	ENSG00000172922
RNASEK	ENSG00000219200
RNF10	ENSG00000022840
RNF103	ENSG00000239305
RNF11	ENSG00000123091
RNF111	ENSG00000157450
RNF113A	ENSG00000125352
RNF115	ENSG00000265491
RNF121	ENSG00000137522
RNF126	ENSG00000070423
RNF13	ENSG00000082996
RNF14	ENSG00000013561
RNF141	ENSG00000110315
