ensembl_gene_id,gene_name
ENSG00000229308,AC010084.1
ENSG00000252900,RNU6-303P
ENSG00000225878,SERBP1P2
ENSG00000252468,RNU2-57P
ENSG00000231341,VDAC1P6
ENSG00000235001,EIF4A1P2
ENSG00000214207,KRT18P10
ENSG00000252059,AC012667.1
ENSG00000235175,RPL26P37
ENSG00000251879,AC010874.1
ENSG00000237195,DLGAP5P1
ENSG00000251275,AC006335.2
ENSG00000237069,TTTY23B
ENSG00000250204,AC006335.6
ENSG00000234830,FAM197Y9
ENSG00000238235,TSPY11P
ENSG00000234583,TSPY19P
ENSG00000235094,AC006335.10
ENSG00000242879,AC006335.11
ENSG00000223744,RBMY2GP
ENSG00000267793,RP11-576C2.1
ENSG00000269291,AC010877.1
ENSG00000154620,TMSB4Y
ENSG00000260197,RP11-424G14.1
ENSG00000237997,RCC2P2
ENSG00000232522,ZNF886P
ENSG00000129864,VCY
ENSG00000228764,ZNF885P
ENSG00000129862,VCY1B
ENSG00000229643,LINC00280
ENSG00000229236,TTTY10
ENSG00000225624,TBL1YP1
ENSG00000224482,HSFY4P
ENSG00000129816,TTTY1B
ENSG00000212856,TTTY2B
ENSG00000165246,NLGN4Y
ENSG00000237563,TTTY21B
ENSG00000147753,TTTY7
ENSG00000216844,AC009494.3
ENSG00000229551,GAPDHP17
ENSG00000185700,TTTY8B
ENSG00000226504,TMEM167AP1
ENSG00000254488,RP11-65G9.1
ENSG00000237427,TOMM22P1
ENSG00000232634,NEFLP1
ENSG00000226918,AC010086.1
ENSG00000223637,RBMY2EP
ENSG00000235895,AC010154.2
ENSG00000232620,TSPY17P
ENSG00000224953,SRIP3
ENSG00000129873,CDY2B
ENSG00000233634,GOT2P5
ENSG00000236615,AC010086.5
ENSG00000237701,ATP5JP1
ENSG00000232583,GPR143P
ENSG00000099725,PRKY
ENSG00000237269,RBMY2TP
ENSG00000235719,AC010141.1
ENSG00000169849,TSPY14P
ENSG00000182415,CDY2A
ENSG00000169811,RBMY1HP
ENSG00000252633,RN7SKP282
ENSG00000251996,Y_RNA
ENSG00000252155,RNU6-941P
ENSG00000252472,RNU6-521P
ENSG00000238073,RBMY2HP
ENSG00000223422,AC007274.2
ENSG00000172468,HSFY1
ENSG00000236435,TSPY12P
ENSG00000236690,AC007274.5
ENSG00000225520,TTTY16
ENSG00000234795,RFTN1P1
ENSG00000237048,TTTY12
ENSG00000215603,ZNF92P1Y
ENSG00000244246,ZNF736P8Y
ENSG00000229745,BPY2DP
ENSG00000169953,HSFY2
ENSG00000241200,ZNF736P7Y
ENSG00000239893,ZNF736P9Y
ENSG00000227204,RBMY2JP
ENSG00000225809,RBMY2KP
ENSG00000242393,AC010141.4
ENSG00000228257,AC010141.6
ENSG00000227989,AC010141.8
ENSG00000184991,TTTY13
ENSG00000271123,TCEB1P5
ENSG00000226042,CDY10P
ENSG00000237023,USP9YP3
ENSG00000229416,USP9YP8
ENSG00000230029,CDY11P
ENSG00000269084,AC009977.1
ENSG00000215601,TSPY24P
ENSG00000224634,ZNF736P6Y
ENSG00000223955,MTND6P1
ENSG00000012817,KDM5D
ENSG00000234179,MTCYBP1
ENSG00000229725,AC007322.1
ENSG00000251618,AC007322.3
ENSG00000227444,AC007322.5
ENSG00000226529,MTND1P1
ENSG00000234850,MTND2P3
ENSG00000227830,TRIM60P3Y
ENSG00000216824,ZNF736P10Y
ENSG00000232348,LINC00279
ENSG00000233699,TTTY18
ENSG00000232419,TTTY19
ENSG00000180910,TTTY11
ENSG00000228207,AC007967.2
ENSG00000173357,AC007967.3
ENSG00000226092,RBMY2AP
ENSG00000237968,AC007322.7
ENSG00000231159,OFD1P8Y
ENSG00000232475,HSFY5P
ENSG00000229553,USP9YP17
ENSG00000228850,CDY12P
ENSG00000232029,TCEB1P15
ENSG00000230025,AC007967.4
ENSG00000231988,OFD1P3Y
ENSG00000232235,CDY3P
ENSG00000224408,USP9YP22
ENSG00000238154,USP9YP4
ENSG00000232924,TCEB1P4
ENSG00000236951,AC007359.6
ENSG00000197038,RBMY1A3P
ENSG00000131548,TTTY6B
ENSG00000232808,TTTY20
ENSG00000229159,TSPY23P
ENSG00000225560,FAM197Y8
ENSG00000225615,RBMY2UP
ENSG00000229234,RBMY1KP
ENSG00000215560,TTTY5
ENSG00000229940,TSPY22P
ENSG00000243040,RBMY2FP
ENSG00000259247,TTTY25P
ENSG00000237902,TSPY21P
ENSG00000235059,AC008175.1
ENSG00000131538,TTTY6
ENSG00000228383,FAM197Y7
ENSG00000234131,TCEB1P8
ENSG00000224873,CDY13P
ENSG00000230814,USP9YP24
ENSG00000228571,HSFY7P
ENSG00000230476,OFD1P9Y
ENSG00000224657,RBMY2BP
ENSG00000188656,TSPY7P
ENSG00000237802,FAM197Y6
ENSG00000224917,AC016694.2
ENSG00000230727,RBMY2WP
ENSG00000228240,TTTY17A
ENSG00000230066,FAM197Y3
ENSG00000270073,AC006156.2
ENSG00000234803,FAM197Y2
ENSG00000215537,ZNF736P11Y
ENSG00000236786,TSPY15P
ENSG00000231436,RBMY3AP
ENSG00000234110,TSPY25P
ENSG00000226223,TSPY16P
ENSG00000232617,AC017019.1
ENSG00000183385,TTTY8
ENSG00000147761,TTTY7B
ENSG00000226906,TTTY4
ENSG00000244000,AC006366.3
ENSG00000198692,EIF1AY
ENSG00000232764,TRIM60P8Y
ENSG00000233126,ZNF736P3Y
ENSG00000227251,TRIM60P9Y
ENSG00000228890,TTTY21
ENSG00000205936,PPP1R12BP2
ENSG00000251925,SNORA70
ENSG00000212855,TTTY2
ENSG00000225189,REREP1Y
ENSG00000230073,AC009947.2
ENSG00000215540,AC009947.3
ENSG00000236647,AC009947.5
ENSG00000225466,OFD1P10Y
ENSG00000224169,HSFY6P
ENSG00000223407,USP9YP18
ENSG00000129845,TTTY1
ENSG00000224075,TTTY22
ENSG00000228379,AC010891.2
ENSG00000229208,RBMY2NP
ENSG00000231874,TSPY18P
ENSG00000226873,CDY14P
ENSG00000187657,TSPY13P
ENSG00000239225,TTTY23
ENSG00000234950,RBMY2OP
ENSG00000157828,RPS4Y2
ENSG00000236718,RBMY2QP
ENSG00000183146,CYorf17
ENSG00000242875,RBMY1B
ENSG00000227915,TCEB1P16
ENSG00000169763,PRYP3
ENSG00000243643,TSPY20P
ENSG00000225685,TSPY5P
ENSG00000235193,AC006987.4
ENSG00000251766,RNA5SP518
ENSG00000235691,AC006987.5
ENSG00000252289,RNA5SP519
ENSG00000226975,AC006987.6
ENSG00000236620,XKRYP3
ENSG00000224866,USP9YP25
ENSG00000232424,USP9YP29
ENSG00000231411,AC006987.7
ENSG00000234414,RBMY1A1
ENSG00000226061,PCMTD1P1
ENSG00000237447,CDC27P2
ENSG00000251966,AC010970.1
ENSG00000225840,AC010970.2
ENSG00000251705,RNA5-8SP6
ENSG00000271365,RP1-85D24.3
ENSG00000271309,RP1-85D24.2
ENSG00000270570,RP1-85D24.1
ENSG00000263502,AC134878.2
ENSG00000252855,AC134878.1
ENSG00000258567,DUX4L16
ENSG00000259154,DUX4L17
ENSG00000259029,DUX4L18
ENSG00000258991,DUX4L19
ENSG00000270455,PABPC1P5
ENSG00000252681,RNU1-97P
ENSG00000232910,RAB9AP1
ENSG00000270242,RP11-295P22.1
ENSG00000271375,RP11-295P22.2
ENSG00000234385,RCC2P1
ENSG00000265161,AC011293.1
ENSG00000215583,ASS1P6
ENSG00000235649,MXRA5P1
ENSG00000236477,RPS24P1
ENSG00000232226,ARSFP1
ENSG00000243980,RN7SL702P
ENSG00000232730,FAM8A4P
ENSG00000224060,ARSEP1
ENSG00000225117,ARSDP1
ENSG00000206159,GYG2P1
ENSG00000232845,TRAPPC2P9
ENSG00000237302,OFD1P11Y
ENSG00000252586,AC002992.1
ENSG00000227447,XGPY
ENSG00000231540,TCEB1P9
ENSG00000226863,SHROOM2P1
ENSG00000223362,CDY15P
ENSG00000233774,MED14P1
ENSG00000231026,XKRYP4
ENSG00000224571,USP9YP13
ENSG00000226369,USP9YP11
ENSG00000227871,USP9YP12
ENSG00000251917,RNU1-86P
ENSG00000231423,RAB9AP5
ENSG00000233864,TTTY15
ENSG00000228411,CDY4P
ENSG00000228465,TRAPPC2P10
ENSG00000232585,OFD1P12Y
ENSG00000234081,TCEB1P10
ENSG00000231375,CDY17P
ENSG00000237467,USP9YP35
ENSG00000229250,USP9YP31
ENSG00000232205,CDY18P
ENSG00000235981,AC023274.4
ENSG00000223698,GOLGA6L11P
ENSG00000242854,DNM1P24
ENSG00000230977,AC023274.6
ENSG00000244231,CSPG4P2Y
ENSG00000172342,CSPG4P3Y
ENSG00000172332,AC012005.2
ENSG00000242389,RBMY1E
ENSG00000239533,GOLGA2P2Y
ENSG00000242425,RN7SL818P
ENSG00000225491,UBE2Q2P4Y
ENSG00000224827,LINC00265-2P
ENSG00000233740,CICP2
ENSG00000248792,LINC00266-2P
ENSG00000234399,RBMY2XP
ENSG00000234059,CASKP1
ENSG00000227439,TTTY17B
ENSG00000224210,TRIM60P5Y
ENSG00000232003,ZNF736P12Y
ENSG00000224035,SFPQP1
ENSG00000235412,TTTY4B
ENSG00000240566,AC010153.3
ENSG00000235462,TAB3P1
ENSG00000223915,DPPA2P1
ENSG00000215414,PSMA6P1
ENSG00000252694,AC006371.1
ENSG00000241859,KALP
ENSG00000232976,TRIM60P10Y
ENSG00000226270,ZNF736P2Y
ENSG00000227837,TRIM60P11Y
ENSG00000223978,ZNF736P1Y
ENSG00000235451,PNPLA4P1
ENSG00000266220,AC010723.2
ENSG00000223517,AC010723.1
ENSG00000230819,ZNF736P5Y
ENSG00000228296,TTTY4C
ENSG00000236379,ZNF736P4Y
ENSG00000223641,TTTY17C
ENSG00000227633,RBMY2YP
ENSG00000228786,LINC00266-4P
ENSG00000233652,CICP1
ENSG00000233944,LINC00265-3P
ENSG00000223636,UBE2Q2P5Y
ENSG00000244395,RBMY1D
ENSG00000172297,GOLGA2P3Y
ENSG00000184895,SRY
ENSG00000129824,RPS4Y1
ENSG00000272042,Metazoa_SRP
ENSG00000252471,AC006328.1
ENSG00000172294,CSPG4P4Y
ENSG00000169807,PRY2
ENSG00000240450,CSPG4P1Y
ENSG00000169800,RBMY1F
ENSG00000239304,DNM1P48
ENSG00000233619,AC006328.9
ENSG00000197092,GOLGA6L16P
ENSG00000067646,ZFY
ENSG00000235583,AC007562.1
ENSG00000237823,CDY19P
ENSG00000229709,USP9YP36
ENSG00000232064,USP9YP33
ENSG00000225609,CDY20P
ENSG00000176679,TGIF2LY
ENSG00000099715,PCDH11Y
ENSG00000269464,AC012067.1
ENSG00000168757,TSPY2
ENSG00000270535,TCEB1P34
ENSG00000225287,OFD1P13Y
ENSG00000225256,TRAPPC2P5
ENSG00000223856,RAB9AP2
ENSG00000235004,USP9YP30
ENSG00000252426,RNU1-107P
ENSG00000231141,TTTY3
ENSG00000232614,USP9YP9
ENSG00000226941,RBMY1J
ENSG00000225326,USP9YP19
ENSG00000223406,XKRYP5
ENSG00000229343,CDY22P
ENSG00000232695,TCEB1P17
ENSG00000235511,OFD1P18Y
ENSG00000232914,TRAPPC2P4
ENSG00000223655,RAB9AP3
ENSG00000230854,USP9YP20
ENSG00000252625,RNU1-40P
ENSG00000227635,USP9YP21
ENSG00000237546,XKRYP6
ENSG00000172283,PRYP4
ENSG00000227867,TCEB1P11
ENSG00000231716,CDY23P
ENSG00000234744,USP9YP26
ENSG00000233156,HSFY8P
ENSG00000234888,OFD1P15Y
ENSG00000215507,RBMY2DP
ENSG00000169789,PRY
ENSG00000183753,BPY2
ENSG00000099721,AMELY
ENSG00000188120,DAZ1
ENSG00000092377,TBL1Y
ENSG00000233803,TSPY4
ENSG00000229549,TSPY8
ENSG00000228927,TSPY3
ENSG00000258992,TSPY1
ENSG00000205944,DAZ2
